BookID,Title,Author,Rating,Number of raters,5 stars,4 stars,3 stars,2 stars,1 star,Number of reviewers,Pages,PublishDate,Book format,Language,GenreLink,Series
1200148,Love and Louis XIV: The Women in the Life of the Sun King,Antonia Fraser,3.87,7044,2290,2472,1584,441,257,278,432.0,October 24th 2006,Paperback,,1188279,
1200149,The Lives Of The Kings & Queens Of England,Antonia Fraser,4.03,1664,556,680,370,43,15,92,,January 1st 1975,Hardcover,English,2180773,
1200152,Mary Queen of Scots,Antonia Fraser,3.95,16192,5480,6194,3205,800,513,403,613.0,1969,Paperback,English,1336940,
1200150,The Lives Of The Kings & Queens Of England,Antonia Fraser,4.03,1664,556,680,370,43,15,92,,1975,Hardcover,English,2180773,
17149,Love and Louis XIV: The Women in the Life of the Sun King,Antonia Fraser,3.87,7044,2290,2472,1584,441,257,278,388.0,October 24th 2006,Hardcover,English,1188279,
1200164,Mary Queen of Scots,Antonia Fraser,3.95,16192,5480,6194,3205,800,513,403,720.0,August 4th 1997,Paperback,English,1336940,
1200165,King Charles II,Antonia Fraser,3.96,622,194,248,148,25,7,37,540.0,January 1st 1979,Hardcover,English,227190,
1200168,The Warrior Queens,Antonia Fraser,3.72,2651,759,864,690,199,139,139,400.0,January 1st 1988,Paperback,English,1034037,
1200176,A Splash of Red,Antonia Fraser,3.16,219,18,59,93,37,12,20,259.0,January 1st 1981,Paperback,,2055438,Jemima Shore
145374,The Gunpowder Plot,Antonia Fraser,3.85,1479,374,616,401,66,22,150,448.0,August 27th 1996,Paperback,,227212,
1200177,Love and Louis XIV: The Women in the Life of the Sun King,Antonia Fraser,3.87,7044,2290,2472,1584,441,257,278,5.0,October 24th 2006,Unknown Binding,,1188279,
1200181,The Weaker Vessel: Womans's Lot In Seventeenth Century England,Antonia Fraser,3.92,1317,372,567,304,54,20,80,,1984,Hardcover,,227244,
1200224,A Big Boy Did It And Ran Away,Christopher Brookmyre,4.05,4504,1544,1919,831,156,54,168,500.0,2001,Unknown Binding,English,1789329,Angelique De Xavier
1200252,The Naming of the Dead,Ian Rankin,4.02,11332,3531,5207,2037,385,172,494,,2006,Hardcover,English,3327516,Inspector Rebus
1200251,Set in Darkness,Ian Rankin,4.05,10694,3500,4878,1859,291,166,320,466.0,2000,Paperback,English,1533504,Inspector Rebus
511993,Mortal Causes,Ian Rankin,3.97,11398,3240,5298,2315,374,171,403,278.0,1994,Paperback,English,678871,Inspector Rebus
1200261,"Queen's Own Fool: A Novel of Mary, Queen of Scots","Jane Yolen, Robert J. Harris",3.87,2585,720,970,744,129,22,178,390.0,May 22nd 2000,Hardcover,English,708380,Stuart Quartet
1200259,The Queen's Fool,Philippa Gregory,3.86,91525,25456,35447,24450,4906,1266,3205,400.0,February 4th 2003,Paperback,English,1024199,The Plantagenet and Tudor Novels
1200260,The Queen's Fool,Philippa Gregory,3.86,91525,25456,35447,24450,4906,1266,3205,,February 4th 2003,Hardcover,English,1024199,The Plantagenet and Tudor Novels
1200263,Black and Blue,Ian Rankin,4.08,15744,5355,7114,2671,409,195,553,498.0,1997,Paperback,English,3183339,Inspector Rebus
1200262,The Queen's Fool,Philippa Gregory,3.86,91525,25456,35447,24450,4906,1266,3205,,February 4th 2003,Paperback,English,1024199,The Plantagenet and Tudor Novels
1200268,Let It Bleed,Ian Rankin,4.05,13832,4536,6170,2563,403,160,419,360.0,1995,Paperback,English,1254914,Inspector Rebus
1200286,The Toyminator,Robert Rankin,3.81,1729,461,633,503,107,25,74,361.0,August 1st 2006,Mass Market Paperback,English,1188418,Eddie Bear
1200294,The Most Amazing Man Who Ever Lived,Robert Rankin,3.88,700,190,281,194,28,7,12,,1995,Paperback,English,1188426,Toute la vérité
64701,The Family Tree,Sheri S. Tepper,4.01,2907,1017,1115,604,120,51,204,496.0,1997,Paperback,English,14066833,
1200297,Raiders of the Lost Carpark,Robert Rankin,3.87,966,260,392,253,46,15,19,352.0,1994,Paperback,English,48547,Toute la vérité
1200300,The Hollow Chocolate Bunnies of the Apocalypse,Robert Rankin,3.75,7843,2178,2707,2030,656,272,523,342.0,January 2002,Hardcover,English,1188433,Eddie Bear
1200296,The Brightonomicon,Robert Rankin,3.78,1093,312,371,298,83,29,81,,January 1st 2005,,,1188428,Brentford
1200293,The Brightonomicon,Robert Rankin,3.78,1093,312,371,298,83,29,81,352.0,January 1st 2005,Hardcover,English,1188428,Brentford
1200298,Web Site Story,Robert Rankin,3.68,762,174,261,250,65,12,24,384.0,June 2001,Paperback,English,718583,
1200301,The Hollow Chocolate Bunnies Of The Apocalypse,Robert Rankin,3.75,7844,2178,2708,2030,656,272,523,0.0,January 2002,Audio CD,English,1188433,Eddie Bear
1200302,Knees Up Mother Earth,Robert Rankin,3.88,783,200,345,197,29,12,34,384.0,January 1st 2004,Hardcover,English,1188434,Brentford
1200303,A Journey Through America With The Rolling Stones,Robert Greenfield,3.95,442,116,213,88,23,2,29,,November 30th 1973,Paperback,English,212065,
1200304,Apocalypso,Robert Rankin,3.71,655,139,242,222,47,5,13,289.0,1998,Hardcover,English,726210,
1200305,They Came and Ate Us: Armageddon II: The B-Movie,Robert Rankin,3.89,1341,403,503,342,66,27,14,240.0,1991,Hardcover,English,48521,Armageddon
1200307,Madras on rainy days,Samina Ali,3.45,787,145,248,254,94,46,88,326.0,2004,,,1110993,
1200306,Gemma Bovery,Posy Simmonds,3.81,1347,325,549,384,71,18,159,0.0,1999,Hardcover,Spanish,524277,
1200310,Amazon Beaming,Petru Popescu,4.0,251,84,100,52,13,2,25,480.0,1991,Paperback,English,1188442,
1200311,Amazon Beaming,Petru Popescu,4.0,251,84,100,52,13,2,25,,1991,Paperback,,1188442,
1200315,Los Campesinos y otros cuentos,Anton Chekhov,4.2,308,144,97,54,11,2,17,,1904,Paperback,,303765,
1200317,Nada The Lily,H. Rider Haggard,3.92,327,94,130,88,14,1,38,,1892,Paperback,English,2358005,Umslopogaas
1200323,Bloodchild and Other Stories,Octavia E. Butler,4.34,14542,7275,5342,1644,206,75,1493,145.0,August 1995,Hardcover,English,1188455,
15901,"Friends, Lovers, Chocolate",Alexander McCall Smith,3.63,12379,2167,4806,4238,970,198,1024,261.0,2005,Hardcover,English,2428405,Isabel Dalhousie
1200332,Akimbo And The Crocodile Man,"Alexander McCall Smith, Peter Bailey",3.83,260,69,100,70,19,2,34,96.0,1993,Paperback,English,1188464,Akimbo
1200333,Heavenly Date and Other Flirtations,Alexander McCall Smith,3.18,1667,205,384,682,300,96,232,200.0,1995,Paperback,English,1346184,
1200334,The Finer Points Of Sausage Dogs,Alexander McCall Smith,3.7,5365,1381,1803,1539,477,165,559,,January 1st 2004,,,5913200,Portuguese Irregular Verbs
1200337,"Friends, Lovers, Chocolate",Alexander McCall Smith,3.63,12379,2167,4806,4238,970,198,1024,277.0,2005,Hardcover,English,2428405,Isabel Dalhousie
1200338,"Friends, Lovers, Chocolate",Alexander McCall Smith,3.63,12379,2167,4806,4238,970,198,1024,,2005,Paperback,,2428405,Isabel Dalhousie
1200335,The Kalahari Typing School for Men,Alexander McCall Smith,4.0,36029,10261,16554,8375,731,108,1613,204.0,January 1st 2002,Paperback,English,2647331,No. 1 Ladies' Detective Agency
1200344,Dream Angus: The Celtic God of Dreams,Alexander McCall Smith,3.26,2236,270,609,876,398,83,303,,2006,Audio CD,English,1188478,Canongate's The Myths
1200347,Dream Angus Signed Slipcased,Alexander McCall Smith,3.26,2236,270,609,876,398,83,303,1120.0,2006,Hardcover,,1188478,Canongate's The Myths
1200345,Dream Angus: The Celtic God of Dreams,Alexander McCall Smith,3.26,2236,270,609,876,398,83,303,,2006,Audio CD,English,1188478,Canongate's The Myths
1200343,Dream Angus: The Celtic God of Dreams,Alexander McCall Smith,3.26,2236,270,609,876,398,83,303,,2006,Audio,English,1188478,Canongate's The Myths
1200346,Dream Angus: The Celtic God of Dreams,Alexander McCall Smith,3.26,2236,270,609,876,398,83,303,,2006,Audio CD,English,1188478,Canongate's The Myths
1200355,"Entender La Arquitectura: Sus Elementos, Historia y Significado",Leland M. Roth,4.02,338,129,115,72,16,6,17,584.0,1993,Paperback,Spanish,67968,
1200357,Saturday Night At The Dinosaur Stomp,Carol Diggory Shields,3.95,596,216,183,152,39,6,75,,January 1st 1997,Paperback,English,1188489,
1200363,Birdsong,Sebastian Faulks,4.09,70368,29349,24483,11634,3473,1429,3279,402.0,September 27th 1993,Hardcover,English,1093016,French Trilogy
1200371,New York Times Manual of Style,Lewis Jordan,4.2,194,80,76,35,3,0,13,231.0,1950,Hardcover,English,72977,
1200379,The Grass Widow's Tale,Ellis Peters,4.01,392,132,155,86,15,4,41,192.0,1968,Mass Market Paperback,English,1188511,The Felse Investigations
1200387,Streetwise,"Mohamed Choukri, Paul Bowles",3.54,1277,244,424,423,145,41,155,164.0,1992,Paperback,English,6121458,السيرة الذاتية
1200388,Streetwise,"محمد شكري, Mohamed Choukri, Muh&#x323;ammad Shukri&#x304;",3.54,1277,244,424,423,145,41,155,164.0,1992,Hardcover,English,6121458,السيرة الذاتية
1200394,5 Is the Perfect Number,Igort,3.7,454,87,201,122,32,12,42,176.0,May 2002,Paperback,English,1188527,
1200398,5 Est Le Numéro Parfait,Igort,3.7,454,87,201,122,32,12,42,176.0,May 2002,Paperback,French,1188527,
1200400,The Renaissance,Walter Pater,3.96,1416,553,428,301,96,38,59,,1873,Paperback,English,595531,
1200402,The Tennis Handsome,Barry Hannah,3.91,217,63,82,62,9,1,19,163.0,1983,Hardcover,English,438394,
1200403,My Point And I Do Have One,Ellen DeGeneres,3.66,8169,2175,2562,2228,857,347,573,,September 1st 1995,,,69685,
1200411,Colour Bar: The Triumph of Seretse Khama and His Nation,Susan  Williams,4.0,473,157,192,96,25,3,76,432.0,2007,Paperback,English,1188546,
1200405,The Funny Thing Is...,Ellen DeGeneres,3.6,10043,2493,3042,2899,1184,425,926,192.0,October 28th 2003,ebook,English,69684,
1200406,The First Book,Ellen DeGeneres,3.66,8169,2175,2562,2228,857,347,573,,September 1st 1995,Hardcover,,69685,
1200408,My Point...And I Do Have One,Ellen DeGeneres,3.66,8169,2175,2562,2228,857,347,573,,September 1st 1995,,,69685,
44507,The Best American Science Writing 2006,"Atul Gawande, Jesse Cohen",4.07,346,115,152,70,7,2,37,384.0,September 1st 2006,Paperback,English,43856,
1200451,West Side Story,Leonard Bernstein,4.34,1964,1126,498,252,65,23,24,240.0,1957,Paperback,English,1188586,
1200453,Mrs. Tim Gets a Job,D.E. Stevenson,4.19,351,146,134,64,5,2,46,,1947,Hardcover,English,3091996,Mrs. Tim
1200455,Smouldering Fire,D.E. Stevenson,3.9,281,97,91,65,23,5,39,317.0,1935,Hardcover,English,1188590,
1200457,Mrs. Tim Carries on,D.E. Stevenson,4.27,481,219,183,71,6,2,57,532.0,1941,Hardcover,English,1759524,Mrs. Tim
1200458,Listening Valley,D.E. Stevenson,4.12,750,287,305,127,26,5,112,,1944,Paperback,English,1188593,Celia
1200465,Miss Buncle's Book,D.E. Stevenson,4.08,8470,2914,3675,1571,231,79,1566,448.0,1934,Hardcover,English,2827104,Barbara Buncle
1200466,Miss Buncle Married,D.E. Stevenson,3.94,3079,825,1379,769,85,21,426,347.0,1936,Hardcover,English,2433871,Barbara Buncle
20949430,Silver Bay,Jojo Moyes,3.73,21877,4947,8326,6755,1466,383,1713,338.0,January 10th 2007,Paperback,,1188617,
1200492,Our Enemies in Blue: Police and Power in America,Kristian Williams,4.35,331,173,115,33,7,3,46,400.0,June 1st 2003,Paperback,English,534966,
1200505,Lonely Planet Tanzania,"Lonely Planet, Mary Fitzpatrick",4.17,158,57,73,26,2,0,14,,April 1st 2003,Paperback,Spanish,176700,Lonely Planet
1200507,Tanzania,"Lonely Planet, Mary Fitzpatrick",4.17,158,57,73,26,2,0,14,360.0,April 1st 2002,Paperback,,176700,Lonely Planet
210817,The Russian Debutante's Handbook,Gary Shteyngart,3.54,6725,1146,2545,2072,727,235,726,476.0,April 29th 2002,Paperback,English,28227,
1200522,Red Prophet,Orson Scott Card,3.8,19908,4701,8054,5772,1146,235,524,,January 28th 1988,,,98069,Tales of Alvin Maker
1200524,Riddley Walker,Russell Hoban,4.02,7161,3139,2133,1109,476,304,832,220.0,1980,Paperback,English,762606,
1200523,Riddley Walker,Russell Hoban,4.02,7161,3139,2133,1109,476,304,832,256.0,1980,Hardcover,English,762606,
1200535,The Homing,John Saul,3.66,3838,968,1177,1229,337,127,137,389.0,1994,Hardcover,English,221215,
1200534,Guardian,John Saul,3.86,5229,1608,1722,1508,327,64,133,390.0,1993,Hardcover,English,2091094,
1200554,El filósofo autodidacto,"Ibn Tufail, Emilio Tornero Poveda, Angel González Palencia",3.81,4260,1288,1457,1049,364,102,735,114.0,1150,Paperback,Spanish,5952958,
1200552,Ibn Tufayl: Hayy Ibn Yagzan,"Ibn Tufail, Lenn E. Goodman",3.81,4260,1288,1457,1049,364,102,735,257.0,1150,Paperback,English,5952958,
1200553,El Filosofo Autodidacta (Spanish Edition),Ibn Tufail,3.81,4260,1288,1457,1049,364,102,735,104.0,1150,Hardcover,Spanish,5952958,
1200559,Fodor's New York City 2003,Fodor's Travel Publications Inc.,3.86,214,62,81,54,14,3,26,464.0,1986,Paperback,English,1736660,
1200556,Paris (Eyewitness Travel Guides),Alan Tillier,4.19,2390,1065,833,405,59,28,60,432.0,September 15th 1993,Hardcover,,45270,
1200567,Heiße Beute,Janet Evanovich,4.16,116837,47468,44530,21423,2615,801,2263,352.0,June 18th 2002,Paperback,German,1616132,Stephanie Plum
1200576,Hugh Johnson's Pocket Wine Book 2002,Hugh Johnson,4.06,257,102,91,45,15,4,11,296.0,1981,Hardcover,English,106064,
1200593,The Confessions of Lady Nijō,"Lady Nijō, Karen Brazell",3.95,528,164,209,124,26,5,46,288.0,1307,Paperback,English,1188733,
1200592,"Cry, the Beloved Country: A Story of Comfort in Desolation",Alan Paton,3.89,69772,23578,24368,14704,4936,2186,4112,316.0,1948,Paperback,English,59082,
1200605,The Knitter's Book of Finishing Techniques,Nancie M. Wiseman,4.25,387,176,138,66,6,1,23,144.0,October 2002,Spiral-bound,English,1188745,
1200615,Journey to the West: Volume 3,"Wu Cheng'en, Anthony C. Yu",4.33,483,239,174,59,10,1,23,464.0,January 3rd 1592,Hardcover,English,153263,The Journey to the West
1200620,Killing Floor,Lee Child,4.05,263230,97398,102083,48648,10542,4559,11064,407.0,March 17th 1997,Paperback,English,4511038,Jack Reacher
1200626,Draw One in the Dark,Sarah A. Hoyt,3.53,640,120,222,209,58,31,69,310.0,January 1st 2006,Hardcover,English,1188767,Shifters
1200625,Killing Floor,"Lee Child, Dick Hill",4.05,263234,97398,102084,48650,10543,4559,11065,15.0,March 17th 1997,Audio CD,English,4511038,Jack Reacher
1200621,Killing Floor,Lee Child,4.05,263234,97398,102084,48650,10543,4559,11065,359.0,March 17th 1997,Hardcover,English,4511038,Jack Reacher
1200630,The Cases That Haunt Us,"John E. Douglas, Mark Olshaker",3.99,10980,3639,4230,2607,422,82,536,739.0,2000,Hardcover,English,90944,
1200622,Killing Floor,Lee Child,4.05,263234,97398,102084,48650,10543,4559,11065,,March 17th 1997,Hardcover,English,4511038,Jack Reacher
1200647,CISSP for Dummies [With CDROM],"Lawrence C. Miller, Peter H. Gregory",3.77,154,44,46,51,10,3,9,432.0,September 11th 2002,Paperback,English,7309163,
1200656,You Wouldn't Want To Sail On The Titanic!: One Voyage You'd Rather Not Make,"David Stewart, David Antram",3.95,228,73,79,69,5,2,37,32.0,August 1st 2000,Paperback,English,3144342,The Danger Zone
1200671,The Elevator Family,Douglas Evans,3.75,424,125,137,108,41,13,76,96.0,July 10th 2001,Paperback,English,23907039,
1200684,The Penguin Companion to Food,Alan Davidson,4.43,335,195,100,32,5,3,31,1104.0,October 14th 1999,Paperback,English,125260,
1200692,The Cry of the Owl,Patricia Highsmith,3.77,2236,488,960,615,136,37,236,250.0,1962,Paperback,English,1817465,
1200697,I Want My Potty,Tony Ross,3.76,308,105,80,80,30,13,32,24.0,1986,Paperback,English,502824,My Little Princess
1200702,The F Word,Jesse Sheidlower,3.7,368,115,98,97,44,14,42,232.0,October 3rd 1995,Hardcover,English,1188849,
1200704,The Speed of Sound: Hollywood and the Talkie Revolution 1926-1930,Scott Eyman,4.25,157,67,65,23,1,1,24,413.0,1997,Hardcover,English,1188852,
1200711,Daddy Long Legs,Jean Webster,4.15,47825,20393,16949,8300,1623,560,6007,,April 1912,,,1710545,Daddy-Long-Legs
1200718,Saigyō: Poems of a Mountain Home,"Saigyō, Burton Watson",4.38,167,90,51,25,1,0,12,252.0,1991,Hardcover,English,1208353,
1200721,Trouble at Timpetill,"Henry Winterfeld, William M. Hutchinson, Kyrill Schabert",3.76,197,61,55,61,13,7,14,216.0,1990,Paperback,English,1188869,
1200723,Hair Story: Untangling The Roots Of Black Hair In America,"Ayana Byrd, Lori L. Tharps",4.22,838,383,296,129,22,8,83,,February 1st 2001,,English,193318,
1200729,What God Wants: A Compelling Answer to Humanity's Biggest Question,Neale Donald Walsch,3.94,401,165,106,85,29,16,43,234.0,2005,Hardcover,English,2388906,
1200728,Home With God: In A Life That Never Ends,Neale Donald Walsch,4.47,946,608,212,95,22,9,78,,March 21st 2006,Paperback,English,123692,
1200730,New Revelations:  A Conversation With God,Neale Donald Walsch,4.25,901,470,243,145,31,12,50,,September 1st 2002,Paperback,English,1394602,
1200733,"Fell, Volume 1: Feral City","Warren Ellis, Ben Templesmith",4.16,7415,3190,2658,1196,275,96,341,,September 2005,Hardcover,English,1188881,Fell
1200732,Falling Man,Don DeLillo,3.26,15361,1989,4472,5463,2387,1050,1366,,2007,Hardcover,English,941585,
1200763,1000 Poems from the Manyōshū,"Ōtomo no Yakamochi, Japanese Classics Translation Committee",4.03,264,100,96,49,14,5,35,464.0,March 4th 2005,Paperback,English,3022088,
1200764,The Manyōshū,"Ōtomo no Yakamochi, Japanese Classics Translation Committee, Donald Keene",4.03,264,100,96,49,14,5,35,362.0,August 1st 1983,Paperback,English,3022088,
1200770,Mr. Bounce,Roger Hargreaves,3.91,514,175,165,136,27,11,38,32.0,1976,Paperback,English,1123743,Mr. Men 
1200777,Granted,Mary Szybist,4.1,206,75,85,38,7,1,24,58.0,April 1st 2003,Paperback,English,1188925,
1200781,Mr. Tall,Roger Hargreaves,3.91,531,196,137,158,33,7,36,32.0,1978,Paperback,English,1334920,Mr. Men 
1200792,Mr. Nosey,Roger Hargreaves,3.86,792,271,228,226,48,19,57,32.0,April 5th 1999,Paperback,English,1188940,Mr. Men 
1200793,Mr. Lazy,Roger Hargreaves,3.93,665,246,190,179,38,12,37,32.0,January 1976,Paperback,English,1334937,Mr. Men 
1200724,Tangled Hair: Love Poems of Yosano Okiko,Akiko Yosano,4.24,199,90,70,35,4,0,21,,1901,Paperback,English,1129445,
1200794,Mr. Snow,Roger Hargreaves,3.78,510,160,144,153,40,13,40,32.0,1971,Paperback,English,3123140,Mr. Men 
1200798,Little Miss Tiny,Roger Hargreaves,3.99,411,170,103,109,21,8,27,32.0,1981,Paperback,English,1334957,Little Miss Books
1200797,Mr. Slow,Roger Hargreaves,3.86,470,167,124,131,41,7,28,32.0,October 9th 1978,Paperback,English,1334928,Mr. Men 
1200795,The Rules (TM): Time-Tested Secrets for Capturing the Heart of Mr. Right,"Ellen Fein, Sherrie Schneider, Sherrie Shamoon",3.37,3017,867,646,675,397,432,326,192.0,1995,Hardcover,English,407664,The Rules
1200800,Little Miss Twins,Roger Hargreaves,3.85,340,117,90,101,29,3,30,32.0,January 1st 1984,Paperback,English,1188948,Little Miss Books
1200804,Tales of Uncle Remus: The Adventures of Brer Rabbit,"Julius Lester, Jerry Pinkney",4.04,711,282,239,142,33,15,81,,1987,Paperback,English,216578,
1200624,Killing Floor,Lee Child,4.05,263234,97398,102084,48650,10543,4559,11065,528.0,March 17th 1997,Paperback,English,4511038,Jack Reacher
1200809,Little Miss Trouble,Roger Hargreaves,3.88,776,275,198,246,48,9,33,32.0,1981,Paperback,English,1334991,Little Miss Books
1200807,Mr. Busy,Roger Hargreaves,3.9,439,156,125,125,24,9,35,32.0,October 9th 1978,Paperback,English,1334935,Mr. Men 
1200808,Mr. Forgetful,Roger Hargreaves,3.93,651,228,186,202,31,4,43,32.0,1976,Paperback,English,1334872,Mr. Men 
1200810,Little Miss Brainy,Roger Hargreaves,3.75,266,78,71,93,21,3,19,,January 1st 1994,Paperback,English,10288514,Little Miss Books
1200815,Mr. Rush,Roger Hargreaves,3.88,467,161,124,152,24,6,37,32.0,March 23rd 1978,Paperback,English,1334923,Mr. Men 
1200813,Brer Rabbit Book,"Enid Blyton, Grace Lodge",3.85,370,122,112,103,26,7,17,184.0,1948,Hardcover,English,2000922,
1200822,Mr Midshipman Easy,Frederick Marryat,3.78,841,215,336,208,58,24,72,352.0,1836,Paperback,English,1188970,
1200817,Sprig Muslin,Georgette Heyer,3.84,7097,1882,2707,2069,368,71,613,,1956,Audio,English,1671455,
1200819,A Warlock In Whitby,Robin Jarvis,4.07,408,147,163,80,14,4,14,,1992,Unknown Binding,,997429,The Whitby Witches
1200818,A Peaceful Retirement,Miss Read,4.31,701,342,254,85,17,3,63,,1996,Audiobook,English,1225743,Fairacre 
1200830,Bea and Mr. Jones,Amy Schwartz,3.99,155,54,59,31,9,2,28,32.0,1982,Hardcover,English,1188978,
1200821,Cousin Kate,Georgette Heyer,3.53,6228,1189,1998,2160,700,181,507,,1968,Audio,English,2230129,
1200831,Mr. Silly,Roger Hargreaves,3.95,675,243,208,178,37,9,46,32.0,1972,Paperback,English,3123137,Mr. Men 
1200856,The Court Of The Air,Stephen Hunt,3.3,4020,668,1150,1235,659,308,617,582.0,January 1st 2007,Hardcover,English,1189004,Jackelian
1200861,Among the Betrayed,Margaret Peterson Haddix,4.07,24221,9120,8730,5366,851,154,1073,192.0,June 1st 2002,Hardcover,English,1878,Shadow Children
1200866,The Post-Birthday World,Lionel Shriver,3.55,13528,2836,4695,3788,1499,710,1913,517.0,2007,Paperback,English,953226,
1200868,The Quran: translation and study,"Anonymous, Jamal-un-Nisa Bint Rafai",4.35,59040,42994,4694,4656,2651,4045,3147,116.0,November 1984,Paperback,,632609,
1200894,A Brief History of the Tudor Age,Jasper Ridley,3.65,344,59,129,134,22,0,43,344.0,January 1st 1988,Paperback,English,2068339,
1200889,The Plains of Passage,"Jean M. Auel, Sandra Burr",3.81,51747,15296,17196,14173,4139,943,1330,,1990,Audio CD,English,1377315,Earth's Children 
1200888,The Plains of Passage,Jean M. Auel,3.81,51747,15296,17196,14173,4139,943,1330,1363.0,1990,Paperback,English,1377315,Earth's Children 
1200891,The Plains of Passage,"Jean M. Auel, Sandra Burr",3.81,51747,15296,17196,14173,4139,943,1330,34.0,1990,Audio CD,English,1377315,Earth's Children 
1200893,The Plains of Passage,Jean M. Auel,3.81,51747,15296,17196,14173,4139,943,1330,,1990,Audio,English,1377315,Earth's Children 
1200892,The Plains of Passage,Jean M. Auel,3.81,51747,15296,17196,14173,4139,943,1330,1363.0,1990,Hardcover,English,1377315,Earth's Children 
1200898,The Mammoth Hunters,"Jean M. Auel, Sandra Burr",3.91,63595,20421,22498,15976,3843,857,1686,,1985,Audio CD,English,927520,Earth's Children 
1200899,The Mammoth Hunters,"Jean M. Auel, Sandra Burr",3.91,63595,20421,22498,15976,3843,857,1686,,1985,Audio CD,English,927520,Earth's Children 
1200900,The Mammoth Hunters,Jean M. Auel,3.91,63595,20421,22498,15976,3843,857,1686,,1985,Unbound,English,927520,Earth's Children 
1200901,The Mammoth Hunters,"Jean M. Auel, Sandra Burr",3.91,63595,20421,22498,15976,3843,857,1686,,1985,Audio CD,English,927520,Earth's Children 
1200918,La Sangre Ajena,Manuel de Lope,3.01,179,15,39,72,38,15,57,256.0,January 1st 2000,Hardcover,,10954699,
781787,Out of Africa,"Isak Dinesen, Karen Blixen",3.91,37186,12458,13375,8014,2341,998,2045,401.0,1937,Hardcover,English,1189079,
1200927,Brown Sunshine of Sawdust Valley,Marguerite Henry,3.84,608,189,182,193,38,6,36,112.0,September 1st 1996,Hardcover,English,868120,
1200928,First Place,"Francine Pascal, Jamie Suzanne",3.51,808,172,185,352,85,14,23,106.0,January 1st 1987,Paperback,English,1189076,Sweet Valley Twins
1200929,The Angelic Avengers,"Pierre Andrézel, Karen Blixen",3.54,299,57,99,102,30,11,38,304.0,November 2nd 1944,Hardcover,English,1189077,
1200930,Out of Africa,"Isak Dinesen, Karen Blixen",3.91,37190,12461,13375,8015,2341,998,2045,,1937,Hardcover,English,1189079,
